task,src_hour,tgt_hour,start_hour,expected_hours,steered_expected_hours,prompt,baseline_pred,steered_pred,baseline_correct,steered_correct
elapsed_time,4AM,5AM,1AM,3.0,4.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,4AM,5AM,12AM,4.0,5.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,4AM,5AM,11PM,5.0,6.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,4AM,5AM,10PM,6.0,7.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",6,6,True,False
elapsed_time,4AM,5AM,9PM,7.0,8.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,4AM,5AM,8PM,8.0,9.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,4AM,5AM,7PM,9.0,10.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,4AM,5AM,6PM,10.0,11.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,4AM,5AM,5PM,11.0,12.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 5:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,4AM,5AM,4PM,12.0,13.0,"You check your phone, and see that the current time is 4:00AM. You realize that, since 4:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,5AM,6AM,4AM,1.0,2.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,5AM,6AM,3AM,2.0,3.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,5AM,6AM,2AM,3.0,4.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,5AM,6AM,1AM,4.0,5.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,5AM,6AM,12AM,5.0,6.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,5AM,6AM,11PM,6.0,7.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",6,6,True,False
elapsed_time,5AM,6AM,10PM,7.0,8.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,5AM,6AM,9PM,8.0,9.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,5AM,6AM,8PM,9.0,10.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,5AM,6AM,7PM,10.0,11.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,5AM,6AM,6PM,11.0,12.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,5AM,6AM,5PM,12.0,13.0,"You check your phone, and see that the current time is 5:00AM. You realize that, since 5:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,6AM,7AM,5AM,1.0,2.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,6AM,7AM,4AM,2.0,3.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,6AM,7AM,3AM,3.0,4.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,6AM,7AM,2AM,4.0,5.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,6AM,7AM,1AM,5.0,6.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,6AM,7AM,12AM,6.0,7.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,6AM,7AM,11PM,7.0,8.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",7,7,True,False
elapsed_time,6AM,7AM,10PM,8.0,9.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,6AM,7AM,9PM,9.0,10.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,6AM,7AM,8PM,10.0,11.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,6AM,7AM,7PM,11.0,12.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",13,13,False,False
elapsed_time,6AM,7AM,6PM,12.0,13.0,"You check your phone, and see that the current time is 6:00AM. You realize that, since 6:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,7AM,8AM,6AM,1.0,2.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 6:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,7AM,8AM,5AM,2.0,3.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,7AM,8AM,4AM,3.0,4.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,7AM,8AM,3AM,4.0,5.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,7AM,8AM,2AM,5.0,6.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,7AM,8AM,1AM,6.0,7.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,7AM,8AM,12AM,7.0,8.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,7AM,8AM,11PM,8.0,9.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",8,8,True,False
elapsed_time,7AM,8AM,10PM,9.0,10.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,7AM,8AM,9PM,10.0,11.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,7AM,8AM,8PM,11.0,12.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,7AM,8AM,7PM,12.0,13.0,"You check your phone, and see that the current time is 7:00AM. You realize that, since 7:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,8AM,9AM,7AM,1.0,2.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 7:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,8AM,9AM,6AM,2.0,3.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 6:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,8AM,9AM,5AM,3.0,4.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,8AM,9AM,4AM,4.0,5.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,8AM,9AM,3AM,5.0,6.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,8AM,9AM,2AM,6.0,7.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,8AM,9AM,1AM,7.0,8.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,8AM,9AM,12AM,8.0,9.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,8AM,9AM,11PM,9.0,10.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",9,9,True,False
elapsed_time,8AM,9AM,10PM,10.0,11.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,8AM,9AM,9PM,11.0,12.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,8AM,9AM,8PM,12.0,13.0,"You check your phone, and see that the current time is 8:00AM. You realize that, since 8:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,9AM,10AM,8AM,1.0,2.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 8:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,9AM,10AM,7AM,2.0,3.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 7:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,9AM,10AM,6AM,3.0,4.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 6:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,9AM,10AM,5AM,4.0,5.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,9AM,10AM,4AM,5.0,6.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,9AM,10AM,3AM,6.0,7.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,9AM,10AM,2AM,7.0,8.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,9AM,10AM,1AM,8.0,9.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,9AM,10AM,12AM,9.0,10.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,9AM,10AM,11PM,10.0,11.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",10,10,True,False
elapsed_time,9AM,10AM,10PM,11.0,12.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,9AM,10AM,9PM,12.0,13.0,"You check your phone, and see that the current time is 9:00AM. You realize that, since 9:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,10AM,11AM,9AM,1.0,2.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 9:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,10AM,11AM,8AM,2.0,3.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 8:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,10AM,11AM,7AM,3.0,4.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 7:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,10AM,11AM,6AM,4.0,5.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 6:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,10AM,11AM,5AM,5.0,6.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,10AM,11AM,4AM,6.0,7.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,10AM,11AM,3AM,7.0,8.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,10AM,11AM,2AM,8.0,9.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,10AM,11AM,1AM,9.0,10.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,10AM,11AM,12AM,10.0,11.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,10AM,11AM,11PM,11.0,12.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",11,11,True,False
elapsed_time,10AM,11AM,10PM,12.0,13.0,"You check your phone, and see that the current time is 10:00AM. You realize that, since 10:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,11AM,12PM,10AM,1.0,2.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 10:00AM, the amount of hours that has passed is",1,1,True,False
elapsed_time,11AM,12PM,9AM,2.0,3.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 9:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,11AM,12PM,8AM,3.0,4.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 8:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,11AM,12PM,7AM,4.0,5.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 7:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,11AM,12PM,6AM,5.0,6.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 6:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,11AM,12PM,5AM,6.0,7.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 5:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,11AM,12PM,4AM,7.0,8.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 4:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,11AM,12PM,3AM,8.0,9.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 3:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,11AM,12PM,2AM,9.0,10.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 2:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,11AM,12PM,1AM,10.0,11.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 1:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,11AM,12PM,12AM,11.0,12.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 12:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,11AM,12PM,11PM,12.0,13.0,"You check your phone, and see that the current time is 11:00AM. You realize that, since 11:00PM, the amount of hours that has passed is",12,12,True,False
elapsed_time,12PM,1PM,11AM,1.0,2.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",11,11,False,False
elapsed_time,12PM,1PM,10AM,2.0,3.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,12PM,1PM,9AM,3.0,4.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,12PM,1PM,8AM,4.0,5.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,12PM,1PM,7AM,5.0,6.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,12PM,1PM,6AM,6.0,7.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,12PM,1PM,5AM,7.0,8.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,12PM,1PM,4AM,8.0,9.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 4:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,12PM,1PM,3AM,9.0,10.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 3:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,12PM,1PM,2AM,10.0,11.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 2:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,12PM,1PM,1AM,11.0,12.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 1:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,12PM,1PM,12AM,12.0,13.0,"You check your phone, and see that the current time is 12:00PM. You realize that, since 12:00AM, the amount of hours that has passed is",12,1,True,False
elapsed_time,1PM,2PM,12PM,1.0,2.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,1PM,2PM,11AM,2.0,3.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",2,2,True,False
elapsed_time,1PM,2PM,10AM,3.0,4.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,1PM,2PM,9AM,4.0,5.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,1PM,2PM,8AM,5.0,6.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,1PM,2PM,7AM,6.0,7.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,1PM,2PM,6AM,7.0,8.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,1PM,2PM,5AM,8.0,9.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,1PM,2PM,4AM,9.0,10.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 4:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,1PM,2PM,3AM,10.0,11.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 3:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,1PM,2PM,2AM,11.0,12.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 2:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,1PM,2PM,1AM,12.0,13.0,"You check your phone, and see that the current time is 1:00PM. You realize that, since 1:00AM, the amount of hours that has passed is",13,13,False,True
elapsed_time,2PM,3PM,1PM,1.0,2.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 1:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,2PM,3PM,12PM,2.0,3.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,2PM,3PM,11AM,3.0,4.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",3,3,True,False
elapsed_time,2PM,3PM,10AM,4.0,5.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,2PM,3PM,9AM,5.0,6.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,2PM,3PM,8AM,6.0,7.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,2PM,3PM,7AM,7.0,8.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,2PM,3PM,6AM,8.0,9.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,2PM,3PM,5AM,9.0,10.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,2PM,3PM,4AM,10.0,11.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 4:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,2PM,3PM,3AM,11.0,12.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 3:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,2PM,3PM,2AM,12.0,13.0,"You check your phone, and see that the current time is 2:00PM. You realize that, since 2:00AM, the amount of hours that has passed is",12,12,True,False
elapsed_time,3PM,4PM,2PM,1.0,2.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 2:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,3PM,4PM,1PM,2.0,3.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 1:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,3PM,4PM,12PM,3.0,4.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,3PM,4PM,11AM,4.0,5.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",4,4,True,False
elapsed_time,3PM,4PM,10AM,5.0,6.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,3PM,4PM,9AM,6.0,7.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,3PM,4PM,8AM,7.0,8.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,3PM,4PM,7AM,8.0,9.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,3PM,4PM,6AM,9.0,10.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,3PM,4PM,5AM,10.0,11.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,3PM,4PM,4AM,11.0,12.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 4:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,3PM,4PM,3AM,12.0,13.0,"You check your phone, and see that the current time is 3:00PM. You realize that, since 3:00AM, the amount of hours that has passed is",12,12,True,False
elapsed_time,4PM,5PM,3PM,1.0,2.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 3:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,4PM,5PM,2PM,2.0,3.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 2:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,4PM,5PM,1PM,3.0,4.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 1:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,4PM,5PM,12PM,4.0,5.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,4PM,5PM,11AM,5.0,6.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",5,5,True,False
elapsed_time,4PM,5PM,10AM,6.0,7.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,4PM,5PM,9AM,7.0,8.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,4PM,5PM,8AM,8.0,9.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,4PM,5PM,7AM,9.0,10.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,4PM,5PM,6AM,10.0,11.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,4PM,5PM,5AM,11.0,12.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,4PM,5PM,4AM,12.0,13.0,"You check your phone, and see that the current time is 4:00PM. You realize that, since 4:00AM, the amount of hours that has passed is",12,12,True,False
elapsed_time,5PM,6PM,4PM,1.0,2.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 4:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,5PM,6PM,3PM,2.0,3.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 3:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,5PM,6PM,2PM,3.0,4.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 2:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,5PM,6PM,1PM,4.0,5.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 1:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,5PM,6PM,12PM,5.0,6.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,5PM,6PM,11AM,6.0,7.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 11:00AM, the amount of hours that has passed is",6,6,True,False
elapsed_time,5PM,6PM,10AM,7.0,8.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 10:00AM, the amount of hours that has passed is",7,7,True,False
elapsed_time,5PM,6PM,9AM,8.0,9.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 9:00AM, the amount of hours that has passed is",8,8,True,False
elapsed_time,5PM,6PM,8AM,9.0,10.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 8:00AM, the amount of hours that has passed is",9,9,True,False
elapsed_time,5PM,6PM,7AM,10.0,11.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 7:00AM, the amount of hours that has passed is",10,10,True,False
elapsed_time,5PM,6PM,6AM,11.0,12.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 6:00AM, the amount of hours that has passed is",11,11,True,False
elapsed_time,5PM,6PM,5AM,12.0,13.0,"You check your phone, and see that the current time is 5:00PM. You realize that, since 5:00AM, the amount of hours that has passed is",12,12,True,False
elapsed_time,6PM,7PM,5PM,1.0,2.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 5:00PM, the amount of hours that has passed is",1,1,True,False
elapsed_time,6PM,7PM,4PM,2.0,3.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 4:00PM, the amount of hours that has passed is",2,2,True,False
elapsed_time,6PM,7PM,3PM,3.0,4.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 3:00PM, the amount of hours that has passed is",3,3,True,False
elapsed_time,6PM,7PM,2PM,4.0,5.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 2:00PM, the amount of hours that has passed is",4,4,True,False
elapsed_time,6PM,7PM,1PM,5.0,6.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 1:00PM, the amount of hours that has passed is",5,5,True,False
elapsed_time,6PM,7PM,12PM,6.0,7.0,"You check your phone, and see that the current time is 6:00PM. You realize that, since 12:00PM, the amount of hours that has passed is",6,6,True,False
